FROM_DISPATCH_DATE,FROM_DISPATCH_PERIOD,TO_DISPATCH_DATE,TO_DISPATCH_PERIOD,CONDITION_DESCRIPTION
27-Aug-18,18,27-Aug-18,18,High-Risk Operating State commence at 08:31Hrs on 27 Aug 2018. There is an Contingency Reserve Shortfall.
27-Aug-18,19,27-Aug-18,19,Emergency Operating State commence at 09:01Hrs on 27 Aug 2018. There is an Contingency Reserve Shortfall.
27-Aug-18,27,27-Aug-18,27,Normal operating State
27-Aug-18,28,27-Aug-18,28,High-Risk Operating State commence at 13:31Hrs on 27 Aug 2018. There is an Contingency Reserve Shortfall.
27-Aug-18,29,27-Aug-18,29,Emergency Operating State commence at 14:01Hrs on 27 Aug 2018. There is an Contingency Reserve Shortfall.
27-Aug-18,30,27-Aug-18,30,Normal operating State
27-Aug-18,31,27-Aug-18,31,Forced outage of generating unit TSPBLK1 at 89MW on 27 Aug 2018 at 15:12Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
27-Aug-18,31,27-Aug-18,31,High-Risk Operating State commence at 15:01Hrs on 27 Aug 2018. There is an Contingency Reserve Shortfall.
27-Aug-18,32,27-Aug-18,32,Emergency Operating State commence at 15:31Hrs on 27 Aug 2018. There is an Contingency Reserve Shortfall.
27-Aug-18,36,27-Aug-18,36,Normal operating State
28-Aug-18,22,31-Aug-18,48,Outage of Generating Unit SNKCCP1 on 28 Aug 2018 at 1031Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

28-Aug-18,35,28-Aug-18,36,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 28 Aug 2018 at the following timing. Gas to Gas : From 1704Hrs - 1705Hrs. Gas to Gas : From 1735Hrs - 1738Hrs.
28-Aug-18,35,28-Aug-18,36,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 28 Aug 2018 at the following timing. Gas to Gas : At about 1701Hrs. Gas to Gas : At about 1731Hrs.

30-Aug-18,31,30-Aug-18,31,Outage of Upper Jurong II 230kV - Woodlands Ave 8 S/B 1, Feeder No. 1 on 30 Aug 2018 at 1518Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
31-Aug-18,36,31-Aug-18,37,Fuel changeover test of Generating Unit SNKCCP1 is anticipated to carry out on 31 Aug 2018 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
31-Aug-18,36,31-Aug-18,37,Fuel changeover test of Generating Unit SNKCCP1 was carried out and completed on 31 Aug 2018 at the following timing. Gas to Diesel : From 1735Hrs - 1739Hrs. Diesel to Gas : From 1815Hrs - 1818Hrs.

03-Sep-18,1,07-Sep-18,48,Outage of KMC 230kV BLK2 GSUT on 03 Sep 2018 at 0000Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
04-Sep-18,17,04-Sep-18,17,Forced outage of generating unit EXON GB at 40MW on 04 Sep 2018 at 08:24Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
04-Sep-18,36,04-Sep-18,37,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 04 Sep 2018  at the following timing. Gas to Gas : From 1740Hrs - 1743Hrs. Gas to Gas : From 1821Hrs - 1824Hrs. 
04-Sep-18,36,04-Sep-18,37,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 04 Sep 2018 at the following timing. Gas to Gas : At about 1740Hrs. Gas to Gas : At about 1820Hrs.
04-Sep-18,43,04-Sep-18,44,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 04 Sep 2018 at the following timing. Gas to Gas : At about 2101Hrs. Gas to Gas : At about 2131Hrs.
04-Sep-18,43,04-Sep-18,44,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 04 Sep 2018  at the following timing. Gas to Gas : From 2101Hrs - 2103Hrs. Gas to Gas : From 2138Hrs - 2139Hrs. 
05-Sep-18,35,05-Sep-18,36,Generating Unit PACLBLK1 has cancelled its Fuel changeover test on 05 Sep 2018.
05-Sep-18,35,05-Sep-18,36,Fuel changeover test of Generating Unit PACLBLK 1 is anticipated to carry out on 05 Sep 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
05-Sep-18,39,05-Sep-18,40,Fuel changeover test of Generating Unit SERCCP4 was carried out and completed on 05 Sep 2018 at the following timing. Gas to Diesel : From 1902Hrs - 1905Hrs. Diesel to Gas : From 1940Hrs - 1943Hrs.
05-Sep-18,39,05-Sep-18,40,Fuel changeover test of Generating Unit SERCCP4 is anticipated to carry out on 05 Sep 2018 at the following timing. Gas to Diesel : At about 1901Hrs. Diesel to Gas : At about 1931Hrs.
06-Sep-18,23,12-Sep-18,48,Outage of Generating Unit SERCCP1 on 06 Sep 2018 at 1101Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
07-Sep-18,1,08-Sep-18,48,Outage of SengKang 66/22kV transformer No. 3 on 07 Sep 2018 at 0015Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

07-Sep-18,37,07-Sep-18,38,Fuel changeover test of Generating Unit KMCBLK3 was carried out and completed on 07 Sep 2018 at the following timing. Gas to Diesel : From 1804Hrs - 1813Hrs. Diesel to Gas : From 1846Hrs - 1855Hrs.
07-Sep-18,37,07-Sep-18,38,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 07 Sep 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
07-Sep-18,47,10-Sep-18,2,Outage of Generating Unit PACLBLK1 on 07 Sep 2018 at 2326Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Sep-18,22,10-Sep-18,22,Outage of Jalan Eunos/Aida St 66kV Feeder on 10 Sep 2018 at 1054Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Sep-18,37,10-Sep-18,38,Fuel changeover test of Generating Unit KMCBLK4 is anticipated to carry out on 10 Sep 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
10-Sep-18,37,10-Sep-18,38,Fuel changeover test of Generating Unit KMCBLK4 was carried out and completed on 10 Sep 2018 at the following timing. Gas to Diesel : From 1803Hrs - 1811Hrs. Diesel to Gas : From 1845Hrs - 1854Hrs.
11-Sep-18,37,11-Sep-18,38,Fuel changeover test of Generating Unit PACLBLK1 is anticipated to carry out on 11 Sep 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
11-Sep-18,37,11-Sep-18,38,Fuel changeover test of Generating Unit PACLBLK1 on 11 Sep 2018 was cancelled.
12-Sep-18,29,12-Sep-18,30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 12 Sep 2018 from 1400Hrs to 1500Hrs.
12-Sep-18,29,12-Sep-18,31,
Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 12 Sep 2018 from 1421Hrs to 1521Hrs.
12-Sep-18,35,12-Sep-18,37,
Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 12 Sep 2018 at the following timing. Gas to Gas : From 1701Hrs - 1705Hrs. Gas to Gas : From 1801Hrs - 1805Hrs.
12-Sep-18,35,12-Sep-18,37,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 12 Sep 2018 at the following timing. Gas to Gas : At about 1701Hrs. Gas to Gas : At about 1801Hrs.
12-Sep-18,39,12-Sep-18,41,Fuel changeover test of Generating Unit SERCCP4 is anticipated to carry out on 12 Sep 2018 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.

12-Sep-18,39,12-Sep-18,41,Fuel changeover test of Generating Unit SERCCP4 was carried out and completed on 12 Sep 2018 at the following timing. Gas to Gas : From 1901Hrs - 1905Hrs. Gas to Gas : From 2001Hrs - 2005Hrs.
15-Sep-18,1,20-Sep-18,48,Outage of Generating Unit KMCBLK2 - GASTUR12 on 15 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Sep-18,2,17-Sep-18,1,Outage of Generating Unit PACLBLK1 on 15 Sep 2018 at 0030Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Sep-18,21,15-Sep-18,21,High-Risk Operating State commence at 10:01Hrs on 15 Sep 2018. There is a Contingency Reserve Shortfall.

15-Sep-18,22,15-Sep-18,22,Normal operating State

15-Sep-18,24,15-Sep-18,24,High-Risk Operating State commence at 11:31Hrs on 15 Sep 2018. There is a Contingency Reserve Shortfall.
15-Sep-18,25,15-Sep-18,25,Normal operating State

18-Sep-18,1,19-Sep-18,48,Outage of Generating Unit PACLBLK2 on 18 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
18-Sep-18,3,18-Sep-18,3,Forced outage of SEMBCCP3 , SNKCCP7, Thomson, Sembawang, Pandan Loop, Aida, Tg Rhu, Yasin, Jln Bahar, Boon Lay Way and Woodlands Ave 4 on 18 Sep 2018 at 0117Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
18-Sep-18,3,18-Sep-18,3,Emergency Operating State commence at 01:18Hrs on 18 Sep 2018. 
18-Sep-18,3,18-Sep-18,3,Forced outage of remaining SPPG-TNB interconnection on 18 Sep 2018 at 0118Hrs. System will be operating in isolated mode.
18-Sep-18,4,18-Sep-18,4,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
18-Sep-18,5,18-Sep-18,5,SPPG-TNB interconnection resynchronised on 18 Sep 2018 at 0209Hrs.
18-Sep-18,5,18-Sep-18,5,Normal operating State
18-Sep-18,5,18-Sep-18,5,Load interrupted can be restored with immediate effect. 
18-Sep-18,17,18-Sep-18,17,High-Risk Operating State commence at 08:01Hrs on 18 Sep 2018. There is a Contingency Reserve  Shortfall.
18-Sep-18,18,18-Sep-18,18,Emergency Operating State commence at 08:31Hrs on 18 Sep 2018. There is a Contingency Reserve Shortfall.
18-Sep-18,20,18-Sep-18,48,Outage of Generating Unit JUR GT1 on 18 Sep 2018 at 0931Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
18-Sep-18,26,18-Sep-18,26,Normal operating State
18-Sep-18,27,19-Sep-18,48,Outage of Generating Unit SEMBCCP3 on 18 Sep 2018 at 1320Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
18-Sep-18,28,18-Sep-18,28,High-Risk Operating State commence at 13:31Hrs on 18 Sep 2018. There is a Contingency Reserve  Shortfall.


18-Sep-18,29,18-Sep-18,29,Emergency Operating State commence at 14:01Hrs on 18 Sep 2018. There is a Contingency Reserve Shortfall.



18-Sep-18,32,18-Sep-18,32,Normal operating State
18-Sep-18,32,18-Sep-18,48,Outage of Generating Unit SNKCCP7 on 18 Sep 2018 at 1531Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
18-Sep-18,34,18-Sep-18,34,High-Risk Operating State commence at 16:31Hrs on 18 Sep 2018. There is a Contingency Reserve Shortfall.


18-Sep-18,35,18-Sep-18,35,Normal operating State

19-Sep-18,1,19-Sep-18,48,Outage of Generating Unit JUR GT1 on 19 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
19-Sep-18,20,19-Sep-18,20,High-Risk Operating State commence at 09:31Hrs on 19 Sep 2018. There is an Contingency Reserve Shortfall.
19-Sep-18,21,19-Sep-18,21,Normal operating State
19-Sep-18,28,26-Sep-18,48,Outage of Generating Unit Ser BSGT 2 on 19 Sep 2018 at 1331Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
20-Sep-18,1,20-Sep-18,48,Outage of Generating Unit JUR GT1 on 20 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
20-Sep-18,4,21-Sep-18,48,Outage of Generating Unit SERCCP1 on 20 Sep 2018 at 0130Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
21-Sep-18,1,22-Sep-18,48,Outage of Generating Unit SNKCCP2 - GASTUR 3 on 21 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
21-Sep-18,1,23-Sep-18,48,Outage of Generating Unit KMCBLK2 - GASTUR12 on 21 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
21-Sep-18,1,23-Sep-18,48,Outage of Generating Unit JUR GT1 on 21 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
21-Sep-18,35,21-Sep-18,36,Generating Unit PACLBLK1 has cancelled its Fuel changeover test on 21 Sep 2018.
21-Sep-18,35,21-Sep-18,36,Fuel changeover test of Generating Unit PACLBLK1 is anticipated to carry out on 21 Sep 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
22-Sep-18,1,25-Sep-18,48,Outage of Generating Unit SERCCP1 on 22 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
24-Sep-18,1,30-Sep-18,48,Outage of Generating Unit JUR GT1 on 24 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
26-Sep-18,1,26-Sep-18,48,Outage of Generating Unit SERCCP1 on 26 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

26-Sep-18,35,26-Sep-18,36,Fuel changeover test of Generating Unit PACLBLK1 was carried out and completed on 26 Sep 2018 at the following timing. Gas to Diesel : From 1710Hrs - 1713Hrs. Diesel to Gas : From 1744Hrs - 1746Hrs.

26-Sep-18,35,26-Sep-18,36,Fuel changeover test of Generating Unit PACLBLK1 is anticipated to carry out on 26 Sep 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
27-Sep-18,25,31-Oct-18,48,Outage of Generating Unit DG : SOXHYD : GENR 2 on 27 Sep 2018 at 1200Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
27-Sep-18,29,27-Sep-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 27 Sep 2018 from 1405Hrs to 1505Hrs.
27-Sep-18,29,27-Sep-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 27 Sep 2018 from 1404Hrs to 1503Hrs.
27-Sep-18,35,27-Sep-18,36,Fuel changeover test of Generating Unit SERCCP1 was carried out and completed on 27 Sep 2018 at the following timing. Gas to Diesel : From 1702Hrs - 1705Hrs. Diesel to Gas : From 1741Hrs - 1744Hrs.
27-Sep-18,35,27-Sep-18,36,Fuel changeover test of Generating Unit SERCCP1 is anticipated to carry out on 27 Sep 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
28-Sep-18,1,31-Oct-18,48,Outage of Generating Unit SNKCCP2-GASTUR3 on 28 Sep 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
28-Sep-18,26,28-Sep-18,26,Forced outage of generating unit SEMBCCP3 at 197MW on 28 Sep 2018 at 12:31Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
28-Sep-18,27,28-Sep-18,27,High-Risk Operating State commence at 13:01Hrs on 28 Sep 2018. There is a Contingency Reserve Shortfall.
28-Sep-18,28,28-Sep-18,28,Emergency Operating State commence at 13:31Hrs on 28 Sep 2018. There is a Contingency Reserve Shortfall.
